Ano Censo;Categoria Administrativa;Sub Categoria Administrativa;Id Categoria Administrativa;Número de Matrículas;Número de Concluintes;Grau Acadêmico;Modalidade Ensino;Organização Acadêmica
2011;PÚBLICA;FEDERAL;1;195;0;-;PRESENCIAL;FACULDADES
2011;PÚBLICA;FEDERAL;1;161;0;-;PRESENCIAL;IFs e CEFETs
2011;PÚBLICA;FEDERAL;1;604463;65440;BACHARELADO;PRESENCIAL;UNIVERSIDADES
2011;PÚBLICA;FEDERAL;1;1069;236;BACHARELADO;PRESENCIAL;FACULDADES
2011;PÚBLICA;FEDERAL;1;22768;1108;BACHARELADO;PRESENCIAL;IFs e CEFETs
2011;PÚBLICA;FEDERAL;1;20905;2179;BACHARELADO;CURSO A DISTÂNCIA;UNIVERSIDADES
2011;PÚBLICA;FEDERAL;1;113;0;BACHARELADO;CURSO A DISTÂNCIA;IFs e CEFETs
2011;PÚBLICA;FEDERAL;1;218276;25735;LICENCIATURA;PRESENCIAL;UNIVERSIDADES
2011;PÚBLICA;FEDERAL;1;199;6;LICENCIATURA;PRESENCIAL;FACULDADES
2011;PÚBLICA;FEDERAL;1;22554;1002;LICENCIATURA;PRESENCIAL;IFs e CEFETs
2011;PÚBLICA;FEDERAL;1;63785;3539;LICENCIATURA;CURSO A DISTÂNCIA;UNIVERSIDADES
2011;PÚBLICA;FEDERAL;1;4371;417;LICENCIATURA;CURSO A DISTÂNCIA;IFs e CEFETs
2011;PÚBLICA;FEDERAL;1;13974;1254;TECNOLÓGICO;PRESENCIAL;UNIVERSIDADES
2011;PÚBLICA;FEDERAL;1;37534;3602;TECNOLÓGICO;PRESENCIAL;IFs e CEFETs
2011;PÚBLICA;FEDERAL;1;2551;416;TECNOLÓGICO;CURSO A DISTÂNCIA;UNIVERSIDADES
2011;PÚBLICA;FEDERAL;1;14125;6223;TECNOLÓGICO;CURSO A DISTÂNCIA;IFs e CEFETs
2011;PÚBLICA;ESTADUAL;2;10770;0;-;PRESENCIAL;UNIVERSIDADES
2011;PÚBLICA;ESTADUAL;2;257226;37116;BACHARELADO;PRESENCIAL;UNIVERSIDADES
2011;PÚBLICA;ESTADUAL;2;551;0;BACHARELADO;PRESENCIAL;CENTROS UNIVERSITÁRIOS
2011;PÚBLICA;ESTADUAL;2;8024;1212;BACHARELADO;PRESENCIAL;FACULDADES
2011;PÚBLICA;ESTADUAL;2;32673;4056;BACHARELADO;CURSO A DISTÂNCIA;UNIVERSIDADES
2011;PÚBLICA;ESTADUAL;2;206906;31017;LICENCIATURA;PRESENCIAL;UNIVERSIDADES
2011;PÚBLICA;ESTADUAL;2;11275;1471;LICENCIATURA;PRESENCIAL;FACULDADES
2011;PÚBLICA;ESTADUAL;2;35913;6598;LICENCIATURA;CURSO A DISTÂNCIA;UNIVERSIDADES
2011;PÚBLICA;ESTADUAL;2;9809;1509;TECNOLÓGICO;PRESENCIAL;UNIVERSIDADES
2011;PÚBLICA;ESTADUAL;2;1072;151;TECNOLÓGICO;PRESENCIAL;CENTROS UNIVERSITÁRIOS
2011;PÚBLICA;ESTADUAL;2;42674;4504;TECNOLÓGICO;PRESENCIAL;FACULDADES
2011;PÚBLICA;ESTADUAL;2;2566;252;TECNOLÓGICO;CURSO A DISTÂNCIA;UNIVERSIDADES
2011;PÚBLICA;MUNICIPAL;3;144;14;-;PRESENCIAL;FACULDADES
2011;PÚBLICA;MUNICIPAL;3;46145;6704;BACHARELADO;PRESENCIAL;UNIVERSIDADES
2011;PÚBLICA;MUNICIPAL;3;11664;1586;BACHARELADO;PRESENCIAL;CENTROS UNIVERSITÁRIOS
2011;PÚBLICA;MUNICIPAL;3;33938;4675;BACHARELADO;PRESENCIAL;FACULDADES
2011;PÚBLICA;MUNICIPAL;3;6420;1456;LICENCIATURA;PRESENCIAL;UNIVERSIDADES
2011;PÚBLICA;MUNICIPAL;3;1373;249;LICENCIATURA;PRESENCIAL;CENTROS UNIVERSITÁRIOS
2011;PÚBLICA;MUNICIPAL;3;16541;3531;LICENCIATURA;PRESENCIAL;FACULDADES
2011;PÚBLICA;MUNICIPAL;3;716;0;LICENCIATURA;CURSO A DISTÂNCIA;UNIVERSIDADES
2011;PÚBLICA;MUNICIPAL;3;2879;757;TECNOLÓGICO;PRESENCIAL;UNIVERSIDADES
2011;PÚBLICA;MUNICIPAL;3;238;37;TECNOLÓGICO;PRESENCIAL;CENTROS UNIVERSITÁRIOS
2011;PÚBLICA;MUNICIPAL;3;905;308;TECNOLÓGICO;PRESENCIAL;FACULDADES
2011;PÚBLICA;MUNICIPAL;3;206;19;TECNOLÓGICO;CURSO A DISTÂNCIA;UNIVERSIDADES
2011;PRIVADA;PRIVADA;4;12527;2560;-;PRESENCIAL;UNIVERSIDADES
2011;PRIVADA;PRIVADA;4;2723;1409;-;PRESENCIAL;CENTROS UNIVERSITÁRIOS
2011;PRIVADA;PRIVADA;4;10220;1919;-;PRESENCIAL;FACULDADES
2011;PRIVADA;PRIVADA;4;135;77;-;CURSO A DISTÂNCIA;UNIVERSIDADES
2011;PRIVADA;PRIVADA;4;1229200;182904;BACHARELADO;PRESENCIAL;UNIVERSIDADES
2011;PRIVADA;PRIVADA;4;583629;89208;BACHARELADO;PRESENCIAL;CENTROS UNIVERSITÁRIOS
2011;PRIVADA;PRIVADA;4;1397746;192806;BACHARELADO;PRESENCIAL;FACULDADES
2011;PRIVADA;PRIVADA;4;205958;15694;BACHARELADO;CURSO A DISTÂNCIA;UNIVERSIDADES
2011;PRIVADA;PRIVADA;4;35723;2675;BACHARELADO;CURSO A DISTÂNCIA;CENTROS UNIVERSITÁRIOS
2011;PRIVADA;PRIVADA;4;4036;372;BACHARELADO;CURSO A DISTÂNCIA;FACULDADES
2011;PRIVADA;PRIVADA;4;146816;33285;LICENCIATURA;PRESENCIAL;UNIVERSIDADES
2011;PRIVADA;PRIVADA;4;74341;16674;LICENCIATURA;PRESENCIAL;CENTROS UNIVERSITÁRIOS
2011;PRIVADA;PRIVADA;4;222079;46457;LICENCIATURA;PRESENCIAL;FACULDADES
2011;PRIVADA;PRIVADA;4;187981;38852;LICENCIATURA;CURSO A DISTÂNCIA;UNIVERSIDADES
2011;PRIVADA;PRIVADA;4;72440;13183;LICENCIATURA;CURSO A DISTÂNCIA;CENTROS UNIVERSITÁRIOS
2011;PRIVADA;PRIVADA;4;64343;14635;LICENCIATURA;CURSO A DISTÂNCIA;FACULDADES
2011;PRIVADA;PRIVADA;4;174802;40584;TECNOLÓGICO;PRESENCIAL;UNIVERSIDADES
2011;PRIVADA;PRIVADA;4;101994;24181;TECNOLÓGICO;PRESENCIAL;CENTROS UNIVERSITÁRIOS
2011;PRIVADA;PRIVADA;4;220683;44396;TECNOLÓGICO;PRESENCIAL;FACULDADES
2011;PRIVADA;PRIVADA;4;145564;23562;TECNOLÓGICO;CURSO A DISTÂNCIA;UNIVERSIDADES
2011;PRIVADA;PRIVADA;4;37994;4739;TECNOLÓGICO;CURSO A DISTÂNCIA;CENTROS UNIVERSITÁRIOS
2011;PRIVADA;PRIVADA;4;60964;14141;TECNOLÓGICO;CURSO A DISTÂNCIA;FACULDADES
2010;PÚBLICA;FEDERAL;1;5026;1;-;PRESENCIAL;UNIVERSIDADES
2010;PÚBLICA;FEDERAL;1;184;0;-;PRESENCIAL;FACULDADES
2010;PÚBLICA;FEDERAL;1;541920;62617;BACHARELADO;PRESENCIAL;UNIVERSIDADES
2010;PÚBLICA;FEDERAL;1;1102;233;BACHARELADO;PRESENCIAL;FACULDADES
2010;PÚBLICA;FEDERAL;1;19423;693;BACHARELADO;PRESENCIAL;IFs e CEFETs
2010;PÚBLICA;FEDERAL;1;20177;1387;BACHARELADO;CURSO A DISTÂNCIA;UNIVERSIDADES
2010;PÚBLICA;FEDERAL;1;69;0;BACHARELADO;CURSO A DISTÂNCIA;IFs e CEFETs
2010;PÚBLICA;FEDERAL;1;205124;24305;LICENCIATURA;PRESENCIAL;UNIVERSIDADES
2010;PÚBLICA;FEDERAL;1;185;17;LICENCIATURA;PRESENCIAL;FACULDADES
2010;PÚBLICA;FEDERAL;1;15188;756;LICENCIATURA;PRESENCIAL;IFs e CEFETs
2010;PÚBLICA;FEDERAL;1;62676;4718;LICENCIATURA;CURSO A DISTÂNCIA;UNIVERSIDADES
2010;PÚBLICA;FEDERAL;1;4149;4;LICENCIATURA;CURSO A DISTÂNCIA;IFs e CEFETs
2010;PÚBLICA;FEDERAL;1;11869;1184;TECNOLÓGICO;PRESENCIAL;UNIVERSIDADES
2010;PÚBLICA;FEDERAL;1;33961;3637;TECNOLÓGICO;PRESENCIAL;IFs e CEFETs
2010;PÚBLICA;FEDERAL;1;2935;14;TECNOLÓGICO;CURSO A DISTÂNCIA;UNIVERSIDADES
2010;PÚBLICA;FEDERAL;1;14716;380;TECNOLÓGICO;CURSO A DISTÂNCIA;IFs e CEFETs
2010;PÚBLICA;ESTADUAL;2;10962;195;-;PRESENCIAL;UNIVERSIDADES
2010;PÚBLICA;ESTADUAL;2;247888;34345;BACHARELADO;PRESENCIAL;UNIVERSIDADES
2010;PÚBLICA;ESTADUAL;2;311;0;BACHARELADO;PRESENCIAL;CENTROS UNIVERSITÁRIOS
2010;PÚBLICA;ESTADUAL;2;7855;1398;BACHARELADO;PRESENCIAL;FACULDADES
2010;PÚBLICA;ESTADUAL;2;35794;182;BACHARELADO;CURSO A DISTÂNCIA;UNIVERSIDADES
2010;PÚBLICA;ESTADUAL;2;202366;24974;LICENCIATURA;PRESENCIAL;UNIVERSIDADES
2010;PÚBLICA;ESTADUAL;2;11367;1559;LICENCIATURA;PRESENCIAL;FACULDADES
2010;PÚBLICA;ESTADUAL;2;35778;3285;LICENCIATURA;CURSO A DISTÂNCIA;UNIVERSIDADES
2010;PÚBLICA;ESTADUAL;2;10248;1279;TECNOLÓGICO;PRESENCIAL;UNIVERSIDADES
2010;PÚBLICA;ESTADUAL;2;888;53;TECNOLÓGICO;PRESENCIAL;CENTROS UNIVERSITÁRIOS
2010;PÚBLICA;ESTADUAL;2;33008;3235;TECNOLÓGICO;PRESENCIAL;FACULDADES
2010;PÚBLICA;ESTADUAL;2;4842;2220;TECNOLÓGICO;CURSO A DISTÂNCIA;UNIVERSIDADES
2010;PÚBLICA;MUNICIPAL;3;130;16;-;PRESENCIAL;FACULDADES
2010;PÚBLICA;MUNICIPAL;3;30973;4874;BACHARELADO;PRESENCIAL;UNIVERSIDADES
2010;PÚBLICA;MUNICIPAL;3;11211;1553;BACHARELADO;PRESENCIAL;CENTROS UNIVERSITÁRIOS
2010;PÚBLICA;MUNICIPAL;3;33202;5326;BACHARELADO;PRESENCIAL;FACULDADES
2010;PÚBLICA;MUNICIPAL;3;4932;1032;LICENCIATURA;PRESENCIAL;UNIVERSIDADES
2010;PÚBLICA;MUNICIPAL;3;1470;273;LICENCIATURA;PRESENCIAL;CENTROS UNIVERSITÁRIOS
2010;PÚBLICA;MUNICIPAL;3;18105;4246;LICENCIATURA;PRESENCIAL;FACULDADES
2010;PÚBLICA;MUNICIPAL;3;381;0;LICENCIATURA;CURSO A DISTÂNCIA;UNIVERSIDADES
2010;PÚBLICA;MUNICIPAL;3;1906;490;TECNOLÓGICO;PRESENCIAL;UNIVERSIDADES
2010;PÚBLICA;MUNICIPAL;3;286;121;TECNOLÓGICO;PRESENCIAL;CENTROS UNIVERSITÁRIOS
2010;PÚBLICA;MUNICIPAL;3;979;207;TECNOLÓGICO;PRESENCIAL;FACULDADES
2010;PÚBLICA;MUNICIPAL;3;85;0;TECNOLÓGICO;CURSO A DISTÂNCIA;UNIVERSIDADES
2010;PRIVADA;PRIVADA;4;11324;2857;-;PRESENCIAL;UNIVERSIDADES
2010;PRIVADA;PRIVADA;4;4636;1791;-;PRESENCIAL;CENTROS UNIVERSITÁRIOS
2010;PRIVADA;PRIVADA;4;11415;1660;-;PRESENCIAL;FACULDADES
2010;PRIVADA;PRIVADA;4;741;303;-;CURSO A DISTÂNCIA;UNIVERSIDADES
2010;PRIVADA;PRIVADA;4;1200932;177314;BACHARELADO;PRESENCIAL;UNIVERSIDADES
2010;PRIVADA;PRIVADA;4;555666;93091;BACHARELADO;PRESENCIAL;CENTROS UNIVERSITÁRIOS
2010;PRIVADA;PRIVADA;4;1308061;174892;BACHARELADO;PRESENCIAL;FACULDADES
2010;PRIVADA;PRIVADA;4;177304;18059;BACHARELADO;CURSO A DISTÂNCIA;UNIVERSIDADES
2010;PRIVADA;PRIVADA;4;15449;456;BACHARELADO;CURSO A DISTÂNCIA;CENTROS UNIVERSITÁRIOS
2010;PRIVADA;PRIVADA;4;19380;1471;BACHARELADO;CURSO A DISTÂNCIA;FACULDADES
2010;PRIVADA;PRIVADA;4;165231;38056;LICENCIATURA;PRESENCIAL;UNIVERSIDADES
2010;PRIVADA;PRIVADA;4;81951;19659;LICENCIATURA;PRESENCIAL;CENTROS UNIVERSITÁRIOS
2010;PRIVADA;PRIVADA;4;222829;46477;LICENCIATURA;PRESENCIAL;FACULDADES
2010;PRIVADA;PRIVADA;4;183337;37525;LICENCIATURA;CURSO A DISTÂNCIA;UNIVERSIDADES
2010;PRIVADA;PRIVADA;4;53474;12086;LICENCIATURA;CURSO A DISTÂNCIA;CENTROS UNIVERSITÁRIOS
2010;PRIVADA;PRIVADA;4;86446;14334;LICENCIATURA;CURSO A DISTÂNCIA;FACULDADES
2010;PRIVADA;PRIVADA;4;170785;42040;TECNOLÓGICO;PRESENCIAL;UNIVERSIDADES
2010;PRIVADA;PRIVADA;4;89848;20773;TECNOLÓGICO;PRESENCIAL;CENTROS UNIVERSITÁRIOS
2010;PRIVADA;PRIVADA;4;192066;38577;TECNOLÓGICO;PRESENCIAL;FACULDADES
2010;PRIVADA;PRIVADA;4;131428;26334;TECNOLÓGICO;CURSO A DISTÂNCIA;UNIVERSIDADES
2010;PRIVADA;PRIVADA;4;26126;7049;TECNOLÓGICO;CURSO A DISTÂNCIA;CENTROS UNIVERSITÁRIOS
2010;PRIVADA;PRIVADA;4;55633;15049;TECNOLÓGICO;CURSO A DISTÂNCIA;FACULDADES
2009;PÚBLICA;FEDERAL;1;35;2;-;PRESENCIAL;UNIVERSIDADES
2009;PÚBLICA;FEDERAL;1;481137;58440;BACHARELADO;PRESENCIAL;UNIVERSIDADES
2009;PÚBLICA;FEDERAL;1;1271;233;BACHARELADO;PRESENCIAL;FACULDADES
2009;PÚBLICA;FEDERAL;1;14394;498;BACHARELADO;PRESENCIAL;IFs e CEFETs
2009;PÚBLICA;FEDERAL;1;16795;40;BACHARELADO;CURSO A DISTÂNCIA;UNIVERSIDADES
2009;PÚBLICA;FEDERAL;1;146411;19186;LICENCIATURA;PRESENCIAL;UNIVERSIDADES
2009;PÚBLICA;FEDERAL;1;150;30;LICENCIATURA;PRESENCIAL;FACULDADES
2009;PÚBLICA;FEDERAL;1;10630;540;LICENCIATURA;PRESENCIAL;IFs e CEFETs
2009;PÚBLICA;FEDERAL;1;53344;1694;LICENCIATURA;CURSO A DISTÂNCIA;UNIVERSIDADES
2009;PÚBLICA;FEDERAL;1;4308;3;LICENCIATURA;CURSO A DISTÂNCIA;IFs e CEFETs
2009;PÚBLICA;FEDERAL;1;15878;2011;TECNOLÓGICO;PRESENCIAL;UNIVERSIDADES
2009;PÚBLICA;FEDERAL;1;29553;3927;TECNOLÓGICO;PRESENCIAL;IFs e CEFETs
2009;PÚBLICA;FEDERAL;1;3047;6;TECNOLÓGICO;CURSO A DISTÂNCIA;UNIVERSIDADES
2009;PÚBLICA;FEDERAL;1;9056;191;TECNOLÓGICO;CURSO A DISTÂNCIA;IFs e CEFETs
2009;PÚBLICA;FEDERAL;1;53267;6711;BACHARELADO E LICENCIATURA;PRESENCIAL;UNIVERSIDADES
2009;PÚBLICA;FEDERAL;1;156;0;BACHARELADO E LICENCIATURA;PRESENCIAL;IFs e CEFETs
2009;PÚBLICA;ESTADUAL;2;1150;416;-;PRESENCIAL;UNIVERSIDADES
2009;PÚBLICA;ESTADUAL;2;215265;31747;BACHARELADO;PRESENCIAL;UNIVERSIDADES
2009;PÚBLICA;ESTADUAL;2;177;0;BACHARELADO;PRESENCIAL;CENTROS UNIVERSITÁRIOS
2009;PÚBLICA;ESTADUAL;2;9502;1974;BACHARELADO;PRESENCIAL;FACULDADES
2009;PÚBLICA;ESTADUAL;2;41333;6839;BACHARELADO;CURSO A DISTÂNCIA;UNIVERSIDADES
2009;PÚBLICA;ESTADUAL;2;170626;28841;LICENCIATURA;PRESENCIAL;UNIVERSIDADES
2009;PÚBLICA;ESTADUAL;2;8599;1673;LICENCIATURA;PRESENCIAL;FACULDADES
2009;PÚBLICA;ESTADUAL;2;39839;8574;LICENCIATURA;CURSO A DISTÂNCIA;UNIVERSIDADES
2009;PÚBLICA;ESTADUAL;2;11412;2161;TECNOLÓGICO;PRESENCIAL;UNIVERSIDADES
2009;PÚBLICA;ESTADUAL;2;692;18;TECNOLÓGICO;PRESENCIAL;CENTROS UNIVERSITÁRIOS
2009;PÚBLICA;ESTADUAL;2;23868;4783;TECNOLÓGICO;PRESENCIAL;FACULDADES
2009;PÚBLICA;ESTADUAL;2;4887;1726;TECNOLÓGICO;CURSO A DISTÂNCIA;UNIVERSIDADES
2009;PÚBLICA;ESTADUAL;2;39741;4674;BACHARELADO E LICENCIATURA;PRESENCIAL;UNIVERSIDADES
2009;PÚBLICA;ESTADUAL;2;263;39;BACHARELADO E LICENCIATURA;PRESENCIAL;FACULDADES
2009;PÚBLICA;MUNICIPAL;3;39;39;-;PRESENCIAL;UNIVERSIDADES
2009;PÚBLICA;MUNICIPAL;3;102;0;-;PRESENCIAL;FACULDADES
2009;PÚBLICA;MUNICIPAL;3;45883;7128;BACHARELADO;PRESENCIAL;UNIVERSIDADES
2009;PÚBLICA;MUNICIPAL;3;11012;1818;BACHARELADO;PRESENCIAL;CENTROS UNIVERSITÁRIOS
2009;PÚBLICA;MUNICIPAL;3;30261;4828;BACHARELADO;PRESENCIAL;FACULDADES
2009;PÚBLICA;MUNICIPAL;3;6237;1132;LICENCIATURA;PRESENCIAL;UNIVERSIDADES
2009;PÚBLICA;MUNICIPAL;3;1571;375;LICENCIATURA;PRESENCIAL;CENTROS UNIVERSITÁRIOS
2009;PÚBLICA;MUNICIPAL;3;17021;3743;LICENCIATURA;PRESENCIAL;FACULDADES
2009;PÚBLICA;MUNICIPAL;3;32;0;LICENCIATURA;CURSO A DISTÂNCIA;UNIVERSIDADES
2009;PÚBLICA;MUNICIPAL;3;2612;545;TECNOLÓGICO;PRESENCIAL;UNIVERSIDADES
2009;PÚBLICA;MUNICIPAL;3;265;35;TECNOLÓGICO;PRESENCIAL;CENTROS UNIVERSITÁRIOS
2009;PÚBLICA;MUNICIPAL;3;565;70;TECNOLÓGICO;PRESENCIAL;FACULDADES
2009;PÚBLICA;MUNICIPAL;3;55;0;TECNOLÓGICO;CURSO A DISTÂNCIA;UNIVERSIDADES
2009;PÚBLICA;MUNICIPAL;3;2127;475;BACHARELADO E LICENCIATURA;PRESENCIAL;UNIVERSIDADES
2009;PÚBLICA;MUNICIPAL;3;132;37;BACHARELADO E LICENCIATURA;PRESENCIAL;CENTROS UNIVERSITÁRIOS
2009;PÚBLICA;MUNICIPAL;3;490;132;BACHARELADO E LICENCIATURA;PRESENCIAL;FACULDADES
2009;PRIVADA;PRIVADA;4;11928;3620;-;PRESENCIAL;UNIVERSIDADES
2009;PRIVADA;PRIVADA;4;5936;2127;-;PRESENCIAL;CENTROS UNIVERSITÁRIOS
2009;PRIVADA;PRIVADA;4;11825;2118;-;PRESENCIAL;FACULDADES
2009;PRIVADA;PRIVADA;4;837;39;-;CURSO A DISTÂNCIA;UNIVERSIDADES
2009;PRIVADA;PRIVADA;4;1147559;172106;BACHARELADO;PRESENCIAL;UNIVERSIDADES
2009;PRIVADA;PRIVADA;4;522732;91798;BACHARELADO;PRESENCIAL;CENTROS UNIVERSITÁRIOS
2009;PRIVADA;PRIVADA;4;1171912;162825;BACHARELADO;PRESENCIAL;FACULDADES
2009;PRIVADA;PRIVADA;4;130050;2435;BACHARELADO;CURSO A DISTÂNCIA;UNIVERSIDADES
2009;PRIVADA;PRIVADA;4;11975;186;BACHARELADO;CURSO A DISTÂNCIA;CENTROS UNIVERSITÁRIOS
2009;PRIVADA;PRIVADA;4;16293;1075;BACHARELADO;CURSO A DISTÂNCIA;FACULDADES
2009;PRIVADA;PRIVADA;4;145088;37528;LICENCIATURA;PRESENCIAL;UNIVERSIDADES
2009;PRIVADA;PRIVADA;4;72003;19842;LICENCIATURA;PRESENCIAL;CENTROS UNIVERSITÁRIOS
2009;PRIVADA;PRIVADA;4;193333;41640;LICENCIATURA;PRESENCIAL;FACULDADES
2009;PRIVADA;PRIVADA;4;198937;49814;LICENCIATURA;CURSO A DISTÂNCIA;UNIVERSIDADES
2009;PRIVADA;PRIVADA;4;46748;13530;LICENCIATURA;CURSO A DISTÂNCIA;CENTROS UNIVERSITÁRIOS
2009;PRIVADA;PRIVADA;4;76886;13391;LICENCIATURA;CURSO A DISTÂNCIA;FACULDADES
2009;PRIVADA;PRIVADA;4;162211;40486;TECNOLÓGICO;PRESENCIAL;UNIVERSIDADES
2009;PRIVADA;PRIVADA;4;80955;19317;TECNOLÓGICO;PRESENCIAL;CENTROS UNIVERSITÁRIOS
2009;PRIVADA;PRIVADA;4;158719;31373;TECNOLÓGICO;PRESENCIAL;FACULDADES
2009;PRIVADA;PRIVADA;4;95170;15272;TECNOLÓGICO;CURSO A DISTÂNCIA;UNIVERSIDADES
2009;PRIVADA;PRIVADA;4;24982;5793;TECNOLÓGICO;CURSO A DISTÂNCIA;CENTROS UNIVERSITÁRIOS
2009;PRIVADA;PRIVADA;4;56752;10512;TECNOLÓGICO;CURSO A DISTÂNCIA;FACULDADES
2009;PRIVADA;PRIVADA;4;70266;13873;BACHARELADO E LICENCIATURA;PRESENCIAL;UNIVERSIDADES
2009;PRIVADA;PRIVADA;4;21789;5002;BACHARELADO E LICENCIATURA;PRESENCIAL;CENTROS UNIVERSITÁRIOS
2009;PRIVADA;PRIVADA;4;18161;3334;BACHARELADO E LICENCIATURA;PRESENCIAL;FACULDADES
2009;PRIVADA;PRIVADA;4;7636;1188;BACHARELADO E LICENCIATURA;CURSO A DISTÂNCIA;UNIVERSIDADES